Recipe,Ingredients,Directions
Recipe 171,"Meatballs, Mince, Onion, Ginger garlic paste, Salt, Red chilli powder, Black pepper powder, soaked in water, Star anise, Green cardamom, Black cardamom, Cinnamon sticks, Cloves, Cumin seeds, Onion, Tomato, Ginger, Garlic, Clarified butter, Cumin seeds, Kashmiri red chilli, Salt, Coriander seeds, Red chilli powder, Black pepper, Red chilli, Turmeric powder, Stock, Chickpeas, boiled with salt, Green chillies, Fresh coriander, Fresh coriander","Prepare Koftay (Meatballs):
-In a bowl,add beef mince,onion,ginger garlic paste,salt,red chilli powder,black pepper powder & garam masala powder.
-Squeeze bread to remove water,add in bowl & mix until well combined.
-Wet hand with water,take a mixture (40g) & make meatballs of equal sizes (makes 15-16) & set aside.
Prepare Curry:
-In a spice mixer,add star anise,green cardamom,black cardamom,cinnamon sticks,cloves & cumin seeds,grind to make powder & set aside.
-In a jug,add onion,tomato,ginger,garlic & water,blend well & set aside.
-In a pot,add clarified butter & let it melt.
-Add cumin seeds & mix well.
-Add Kashmiri red chilli powder & mix well.
-Add blended tomato mixture,mix well & cook on medium flame for 4-5 minutes.
-Add salt,coriander seeds,red chilli powder,black pepper crushed,red chilli crushed,turmeric powder, ground spices (reserve 1 tsp for later use),mix well & cook on medium flame for 4-5 minutes or until ghee separates.
-Add stock/chickpea water & mix well.
-Add hot water,mix well & bring it to boil and cook until ghee separates (5-6 minutes).
-Add prepared koftay,cover & cook on low flame 10-12 minutes.
-Add boiled chickpeas & mix well.
-Add baking soda & mix well.
-Add green chillies,fresh coriander,reserved spice mix,cover & simmer on low flame for 8-10 minutes.
-Garnish with fresh coriander & serve!"
Recipe 172,"Sonth, Tamarind pulp, Black pepper powder, Dried ginger powder, Red chilli powder, Salt, Mint leaves, Fresh coriander, Garlic, Ginger, Green chillies, Roasted grams, Cumin seeds, Black salt, Salt, Cucumber, Potato, Tomato, Onion, Green chilli, Tamarind pulp, Salt, Cumin seeds, Mint leaves, Fresh coriander, Yogurt, Black chickpeas, Peanuts, Red chilli, Fresh coriander","Prepare Dried Ginger (Sonth) Chutney:
-In a saucepan,add tamarind pulp,sugar,black pepper powder,dried ginger powder,red chilli powder, salt,cooking oil,mix well & cook on low flame for 2-3 minutes.
-Let it cool completely.
-Can be stored in an airtight jar for up to 2 months in refrigerator.
Prepare Green Chutney:
-In a blender jug,add mint leaves,fresh coriander,garlic,ginger,green chillies,roasted grams,cumin seeds,black salt,salt,lemon juice,water,blend well & set aside.
Prepare Salad Mixture:
-In a bowl,add cucumber,potato,tomato,onion,green chillies,tamarind pulp,salt,chaat masala,cumin seeds,mint leaves,fresh coriander,mix well & set aside.
Assembling:
-In a serving cup,add yogurt,prepared green chutney,black chickpeas,chaat masala,prepared salad mixture,roasted peanuts,prepared dried ginger chutney,yogurt,red chilli crushed,nimco sev,fresh coriander & serve!"
Recipe 173,"Egg, Red chilli powder, Salt, Allpurpose flour, Lettuce leaves, Red chilli, Red chilli powder, Salt, Garlic powder, Onion, Capsicum, Cucumber, Tomato","Crispy Chicken Sandwich:
-In a bowl,add chicken,egg,red chilli powder,salt,dried oregano,all-purpose flour & mix well then coat with breadcrumbs.
-In a frying pan,add cooking oil & fry chicken pieces from both sides until golden & crispy.
Assembling:
-Cut croissant in half,add tomato ketchup,lettuce leaves,chedder cheese slice,crispy fried chicken, coleslaw & flip another slice over it to make a sandwich (makes 3 sandwiches).
-Wrap in cling film,cut into half & place them in a lunch box with Olper’s strawberry milk.
Pizza Sandwich:
-In a frying pan,add cooking oil,chicken & mix well until it changes color.
-Add lemon juice,red chilli crushed,dried oregano,red chilli powder,salt,garlic powder,mix well & cook on medium flame for 2-3 minutes.
-Add mushrooms,mix well & cook for a minute.
-Add onion,capsicum & mix well.
-Let it cool.
-Add cheddar cheese,mix well & set aside.
Assembling:
-Trim bread slices.
-Add & spread pizza sauce on both bread slices.
-On one bread slice,add cucumber slices,prepared chicken filling,tomato slices & flip another bread slice over it to make a sandwich (makes 3 sandwiches).
-Wrap in cling film,cut into half & place them in a lunch box with Olper’s chocolate milk."
Recipe 174,"Mince, Garlic paste, Red chilli, Salt, Cumin seeds, Butter, Onion, Garlic, Green chilli, Fresh coriander, Allpurpose flour, Salt","Prepare Creamy Chicken Filling:
-In a bowl,add chicken mince,garlic paste,lemon juice,cooking oil,red chilli crushed,dried oregano, garam masala powder,salt,cumin seeds & mix well,cover & marinate for 30 minutes.
-In a frying pan,add cooking oil,butter & let it melt.
-Add onion,garlic,green chilli,mix well & cook until light golden.
-Add tomato paste & mix well.
-Now add marinated mince & mix well until it changes color.
-Add milk,cream & mix well,cover & cook on low flame for 10-12 minutes.
-Add fresh coriander,mix well & cook on high flame until it dries up (4-5 minutes).
-Let it cool completely.
Prepare Dough:
-In a bowl,add all-purpose flour,salt & mix well.
-Gradually add lukewarm water,mix well & knead until dough is formed.
-Grease with cooking oil,cover & let it rest for 30 minutes.
-Take a small dough (120g),make a ball,sprinkle dry flour & roll out with the help of rolling pin.
-Spread desi ghee,sprinkle dry flour,make a cut on dough then fold,roll & twist into a ball.
-Press gently,sprinkle dry flour & roll out with the help of rolling pin.
-Add prepared creamy chicken filling (2-3 tbs),gather all the sides,twist,pinch & seal the ends.
-Sprinkle dry flour,press gently,remove air bubbles with wooden skewer & roll out with the help of rolling pin.
-Heat griddle,add desi ghee,let it melt & fry paratha from both sides until golden & crispy (makes 5) & serve!"
Recipe 175,"Onion, Green chillies, Tomato, Red chilli, Cumin seeds, Salt, Red chilli powder, Turmeric powder, Eggs, Fresh coriander, Eggs, Allpurpose flour, Salt, Allpurpose flour","Prepare Egg Stuffing:
-In a wok,add cooking oil,onion & sauté until translucent.
-Add green chillies & mix well.
-Add tomato,mix well & cook for 2-3 minutes.
-Add water,red chilli crushed,cumin seeds,salt,red chilli powder,turmeric powder,mix well & cook for 1-2 minutes.
-Add boiled eggs (grated),fresh coriander & mix well.
-Add eggs,mix well & cook for a minute.
-Add butter,mix well & set aside.
Prepare Dough:
-In a bowl,add all-purpose flour,salt & mix well.
-Add cooking oil,gradually add water,mix well & knead until dough is formed.
-Grease with cooking oil,cover & let it rest for 1 hour.
-Take a small dough (90g) & make a ball,sprinkle dry flour & roll out with the help of rolling pin.
-Apply melted butter with the help of brush,sprinkle dry flour & fold all four sides of dough to make a square shape.
-Sprinkle dry flour & roll out with the help of rolling pin.
-In a bowl,add all-purpose flour,water & whisk well.Flour slurry is ready!
-On rolled dough,add prepared egg stuffing,fold all four sides of dough & seal with flour slurry.
-Heat griddle,grease with butter,place lifafa paratha & fry on medium flame from both sides until golden (makes 4) & serve!"
Recipe 176,"Salt, Red chilli, Cumin seeds, Garlic powder, Egg, Sesame seeds, Allpurpose flour, Sesame seeds","-Cut chicken into ½ inch strips.
-In a bowl,add chicken,salt,red chilli crushed,cumin seeds,garlic powder,paprika powder,chicken powder,lemon juice & mix well,cover & marinate for 30 minutes.
-Add egg,cornflour,sesame seeds,all-purpose flour & mix well.
-On each chicken piece,sprinkle sesame seeds & place them in air fryer basket.
-Brush cooking oil & air fry in preheated air fryer at 180C for 12 minutes & turn sides in between.
-Serve with tomato ketchup!"
Recipe 177,"Caster sugar, Almonds, Dried figs, Almonds, optional","-In a bowl,add apple,melon,banana,papaya,caster sugar & mix well.
-Add almonds,mix well & set aside.
-In a large bowl,add ice cubes & place another bowl over it,add cream & beat until soft peaks form.
-In fruit bowl,add cream,mix well & refrigerate until chilled.
-In serving plate,add creamy fruit chaat,dried figs,almonds,chocolate ganache,creamy fruit chaat, chocolate chips,garnish with strawberry & serve!"
Recipe 178,"Split bengal gram, Potatoes, Ginger garlic paste, Red chili powder, Salt, Cumin powder, Turmeric powder, Coriander powder, Green chilli, Onion, Fresh coriander, Allpurpose flour, Eggs, Onion, Tomato","-In a chopper,add split bengal gram,chop well & set aside.
-In a bowl,add potatoes & mash well.
-Add chopped split bengal gram,ginger garlic paste,red chilli powder,salt,cumin powder,turmeric powder,coriander powder,chaat masala,green chilli,onion,fresh coriander & mix well.
-Grease hands with oil,take a mixture (70g) & make tikkis of equal sizes.
-Coat with all-purpose flour & dip in whisked eggs.
-In frying pan,heat cooking oil & fry tikkis on medium flame from both sides until golden brown (makes 10).
Assembling:
-On naan,add & spread green chutney,fried tikki,imli chutney,onion,tomato & chaat masala,roll & wrap in butter paper & serve!"
Recipe 179,"Mince, Garlic paste, Black pepper powder, Salt, Egg, Carrot, Spring onion, Allpurpose flour, Salt, Yogurt, Gram flour, optional, Dried fenugreek leaves, Charcoal, Capsicum","Prepare Chicken Filling:
-In a bowl,add chicken mince,garlic paste,black pepper powder,salt,egg,carrot & spring onion,mix well & set aside.
Prepare Dough:
-In a bowl,add all-purpose flour,salt & mix well.
-Gradually add water,mix well & knead until dough is formed,cover with cling film & let it rest for 30 minutes.
-Knead dough with the help of your palm for 4-5 minutes,cover with cling film & let it rest for 15 minutes.
-Take a small dough (20g),make a ball & roll out with the help of rolling pin (roll as thin as possible).
-Add 1 tbs chicken filling at the center of the dough,apply water & bring the edges together,twist & seal the end to make a momo shape (makes 19-20).
Option # 1: Steam cook
-In steam pot,add water,place greased steam rack,cover & bring it to boil.
-Place prepared momos,cover & steam cook for 10-12 minutes.
Option # 2: Deep frying
-In a wok,heat cooking oil & fry prepared momos until golden brown.
Prepare Tandoori Coating:
-In a bowl,add yogurt,tandoori masala,gram flour,red food color,dried fenugreek leaves,lemon juice & whisk well.
-Add fried/steamed momos & coat well.
-Give coal smoke for 2 minutes.
-On a metal skewer,skew capsicum,momos alternatively & fire roast on direct flame until its charred from all sides & serve!"
Recipe 180,"Potatoes, Onion, Green chillies, Red chilli, Black pepper powder, Red chilli powder, Salt, Fresh coriander, Egg","-In a bowl,add rice,potatoes & mash well.
-Add onion,green chillies,red chilli crushed,chaat masala,black pepper powder,red chilli powder, salt,lemon juice,fresh coriander & mix until well combined.
-Grease hands with oil,take small quantity of mixture (45g) & make cutlets of equal sizes.
-Now dip cutlets in whisked eggs & coat with breadcrumbs.
-Heat cooking oil & shallow fry from both sides until golden (makes 9-10).
-Serve with chutney or dip.
2: Masala Paratha with Leftover Rice
Ingredients:
-1 Cup of Leftover boiled rice
-Anda (Egg) 1
-Maida (All-purpose flour) 6 tbs or as required
-Water ½ Cup or as required
-Mixed pickle 1 tbs
-Hari mirch (Green chillies) sliced 2-3
-Lal mirch (Red chilli) crushed ½ tsp
-Zeera (Cumin seeds) roasted & crushed ½ tsp
-Namak (Salt) ½ tsp or to taste
-Hara dhania (Fresh coriander) chopped 2 tbs
-Cooking oil 1 tsp
Directions:
-In a blender jug,add rice,egg,all-purpose flour,water & blend well.
-Add mixed pickle,green chillies,red chilli crushed,cumin seeds,salt,fresh coriander & blend well.
-Grease griddle with cooking oil,add 1/3 Cup of prepared batter,spread evenly & cook on low flame from both sides until golden with cooking oil (makes 4).
-Serve with yogurt.
3: Rice Pakora with Leftover Rice
Ingredients:
-1 Cup of Leftover boiled rice
-Water 1 tbs
-Baisan (Gram flour) sifted ½ Cup
-Adrak lehsan paste (Ginger garlic paste) 1 tsp
-Lal mirch powder (Red chilli powder) ½ tsp or to taste
-Zeera (Cumin seeds) roasted & crushed ½ tsp
-Lal mirch (Red chilli) crushed ½ tsp
-Sabut dhania (Coriander seeds) crushed 1 tsp
-Namak (Salt) ½ tsp or to taste
-Baking soda 1 pinch
-Water ¼ Cup or as required
-Pyaz (Onion) sliced ½ Cup
-Hari mirch (Green chillies) sliced 2
-Hara dhania (Fresh coriander) chopped handful
-Cooking oil for frying
-Chaat masala
Directions:
-In a bowl,add rice,water & mash well with the help of masher.
-Add gram flour,ginger garlic paste,red chilli powder,cumin seeds,red chilli crushed,coriander seeds, salt,baking powder,gradually add water & mix well,cover & let it rest for 15 minutes.
-Add onion,green chillies,fresh coriander & mix well.
-In a wok,heat cooking oil & fry rice pakora on medium flame until golden brown & crispy.
-Sprinkle chaat masala & serve with chutney!
4: Rice Kheer with Leftover Rice
Ingredients:
-1 Cup of Leftover boiled rice
-Water as required
-Doodh (Milk) 750ml
-Sugar 6 tbs or to taste
-Khoya crumbled 50g
-Elaichi powder (Cardamom powder) ½ tsp
-Pista (Pistachios) sliced 1-2 tbs
-Badam (Almonds) sliced 1-2 tbs
-Pista (Pistachios) sliced
-Badam (Almonds) sliced
-Chandi warq (Edible silver leaf)
Directions:
-Rinse boiled rice with water,strain & set aside.
-In a wok,add milk & bring it to boil.
-Add boiled rice,sugar & cook on low flame until it thickens & keep mixing in between.
-Turn off the flame & mash well with the help of masher.
-Turn on the flame,add khoya,cardamom powder,mix well & cook on low flame for 1-2 minutes.
-Add pistachios,almonds & mix well.
-Garnish with almonds,pistachios,silver edible leaf & refrigerate until chilled!
5: Ubbu Roti with Leftover Rice
Ingredients:
-1 Cup of Leftover boiled rice
-Water 1-2 tbs
-Namak (Salt) to taste
-Chawal ka atta (Rice flour) ¾ Cup
-Water 2-3 tbs if required
-Cooking oil 1 tsp or as required
Directions:
-In a bowl,add rice,water & mash well with the help of masher.
-Add salt,rice flour & mix well.
-Add water,mix well & knead until dough is formed.
-Add cooking oil & continue kneading until dough becomes soft & pliable to handle.
-Divide the dough into 4 equal portions.
-Take one portion,make a ball,sprinkle dry flour on baking paper,place dough ball,sprinkle dry flour & roll out with the help of rolling pin.
-Heat nonstick griddle,place rolled dough & cook from both sides until light golden then remove griddle & cook it directly over a high flame (makes 4).
-Serve with achar."
